id,timestamp,full_sq,life_sq,floor,state,max_floor,material,build_year,num_room,kitch_sq,full_all,sub_area,price_doc
17354,2014-04-14,76.0,44,5.0,4.0,17.0,1.0,1987.0,3.0,10,129207,Orehovo-Borisovo Juzhnoe,13200000.0
11540,2013-10-24,84.0,49,4.0,2.0,6.0,2.0,1932.0,4.0,7,55590,Krasnosel'skoe,15200000.0
11276,2013-10-16,68.0,40,3.0,3.0,16.0,1.0,1977.0,3.0,7,1452550,Bogorodskoe,9000000.0
28275,2015-03-10,76.0,44,5.0,3.0,17.0,1.0,1986.0,3.0,10,67710,Krylatskoe,16000000.0
19941,2014-06-21,39.0,20,12.0,3.0,12.0,1.0,1983.0,1.0,8,1716730,Birjulevo Vostochnoe,5500000.0
15216,2014-02-19,74.0,43,9.0,4.0,17.0,1.0,1993.0,3.0,10,1318695,Vyhino-Zhulebino,11600000.0
23388,2014-10-08,44.0,25,5.0,3.0,5.0,1.0,1962.0,2.0,5,139322,Severnoe Izmajlovo,2250000.0
11497,2013-10-23,38.0,22,9.0,2.0,12.0,5.0,1969.0,2.0,6,57405,Preobrazhenskoe,7250000.0
19248,2014-06-02,62.0,32,8.0,3.0,17.0,1.0,2008.0,2.0,12,41504,Beskudnikovskoe,10600000.0
19819,2014-06-19,62.0,36,5.0,1.0,20.0,1.0,2015.0,2.0,9,17790,Poselenie Vnukovskoe,6844024.0
14226,2014-01-28,38.0,22,7.0,2.0,14.0,5.0,1969.0,2.0,6,37502,Sviblovo,6900000.0
21931,2014-08-27,102.0,60,22.0,3.0,22.0,1.0,2003.0,4.0,10,81887,Hovrino,18500000.0
10403,2013-09-10,56.0,32,3.0,3.0,9.0,2.0,1965.0,3.0,8,102590,Danilovskoe,9250000.0
27371,2015-01-19,36.0,19,14.0,2.0,17.0,1.0,1990.0,1.0,7,78616,Severnoe Butovo,7050000.0
29702,2015-05-14,39.0,22,14.0,2.0,18.0,1.0,2017.0,1.0,5,37502,Sviblovo,8159000.0
22093,2014-09-01,41.0,24,12.0,1.0,13.0,1.0,2014.0,1.0,6,9553,Poselenie Voskresenskoe,4631820.0
22378,2014-09-10,68.0,34,10.0,4.0,20.0,4.0,2008.0,2.0,14,130229,Moskvorech'e-Saburovo,12200000.0
11514,2013-10-24,34.0,19,5.0,3.0,14.0,5.0,1971.0,1.0,9,112221,Chertanovo Juzhnoe,5700000.0
21955,2014-08-27,32.0,18,9.0,2.0,9.0,1.0,1978.0,1.0,6,61396,Otradnoe,5500000.0
16757,2014-03-31,43.0,25,5.0,3.0,5.0,2.0,1960.0,2.0,5,57999,Presnenskoe,9200000.0
18509,2014-05-16,39.0,22,8.0,3.0,12.0,5.0,1964.0,2.0,6,57999,Presnenskoe,9500000.0
11218,2013-10-14,77.0,45,3.0,2.0,25.0,1.0,2013.0,3.0,11,7341,Poselenie Moskovskij,7071250.0
21132,2014-07-28,45.0,26,3.0,3.0,5.0,1.0,1966.0,2.0,5,1362363,Akademicheskoe,7900000.0
26244,2014-12-11,52.61560894320233,30,5.0,1.0,40.0,4.0,2012.0,2.0,7,1362363,Akademicheskoe,22630000.0
25647,2014-12-02,39.0,22,2.0,2.0,12.0,5.0,1974.0,2.0,6,111023,Ochakovo-Matveevskoe,7200000.0
28079,2015-02-25,66.0,36,11.0,1.0,17.0,2.0,2014.0,2.0,16,13890,Poselenie Sosenskoe,4473000.0
27506,2015-01-26,44.0,25,3.0,3.0,5.0,2.0,1961.0,2.0,5,153248,Kotlovka,7300000.0
25229,2014-11-25,79.0,46,14.0,1.0,17.0,1.0,2014.0,3.0,11,247469,Nekrasovka,8333550.0
21884,2014-08-26,32.0,18,2.0,2.0,5.0,5.0,1964.0,1.0,5,103746,Metrogorodok,5000000.0
4108,2012-10-09,74.0,43,16.0,2.0,18.0,3.0,2014.0,3.0,11,247469,Nekrasovka,6255627.0
23293,2014-10-06,61.0,35,14.0,2.0,17.0,1.0,2014.0,2.0,9,116742,Tverskoe,6973392.0
18527,2014-05-16,133.0,78,5.0,1.0,18.0,6.0,2012.0,4.0,14,73007,Begovoe,7000000.0
18914,2014-05-26,50.0,29,2.0,2.0,12.0,1.0,2000.0,2.0,8,102618,Juzhnoe Butovo,7450000.0
21593,2014-08-18,34.0,20,2.0,1.0,5.0,1.0,2017.0,1.0,5,8384,Poselenie Novofedorovskoe,2394300.0
12651,2013-11-29,57.0,33,10.0,2.0,10.0,1.0,1969.0,3.0,6,1318695,Vyhino-Zhulebino,7000000.0
24122,2014-10-29,37.0,21,7.0,2.0,9.0,1.0,1972.0,1.0,5,104410,Veshnjaki,4750000.0
8090,2013-05-23,42.0,24,9.0,2.0,16.0,3.0,1992.0,1.0,6,221709,Krjukovo,4389000.0
19674,2014-06-16,34.0,20,1.0,3.0,14.0,4.0,2016.0,1.0,5,21155,Mitino,6480273.0
16390,2014-03-22,84.0,49,6.0,2.0,8.0,2.0,1959.0,3.0,8,64317,Lomonosovskoe,20000000.0
22655,2014-09-18,34.0,19,11.0,3.0,16.0,1.0,1975.0,1.0,9,145088,Birjulevo Zapadnoe,5450000.0
10997,2013-10-04,54.0,31,6.0,2.0,14.0,1.0,1993.0,2.0,8,221709,Krjukovo,6630000.0
16429,2014-03-24,97.0,57,2.0,2.0,5.0,2.0,1957.0,4.0,7,85083,Sokolinaja Gora,12500000.0
18666,2014-05-20,38.0,19,7.0,3.0,17.0,1.0,1987.0,1.0,8,129207,Orehovo-Borisovo Juzhnoe,6500000.0
12417,2013-11-22,49.0,28,1.0,2.0,9.0,1.0,1977.0,2.0,9,27992,Juzhnoe Medvedkovo,7600000.0
18098,2014-05-05,42.0,24,4.0,2.0,9.0,1.0,1968.0,2.0,6,53786,Severnoe Tushino,7200000.0
14615,2014-02-05,51.0,30,3.0,2.0,17.0,1.0,2008.0,2.0,9,55125,Babushkinskoe,3127850.0
24111,2014-10-29,54.0,31,14.0,3.0,16.0,1.0,1979.0,2.0,8,68630,Lianozovo,9750000.0
17767,2014-04-23,58.0,34,1.0,2.0,2.0,1.0,1992.0,2.0,10,221709,Krjukovo,6000000.0
14717,2014-02-07,44.0,25,2.0,2.0,9.0,2.0,1969.0,2.0,5,101982,Tekstil'shhiki,6450000.0
28306,2015-03-11,49.0,28,1.0,2.0,12.0,2.0,1971.0,2.0,7,78810,Koptevo,8550000.0
18153,2014-05-06,36.0,20,3.0,3.0,12.0,5.0,1967.0,1.0,9,115352,Nagornoe,6870000.0
12544,2013-11-27,39.0,22,4.0,1.0,12.0,1.0,2013.0,2.0,5,2942,Poselenie Filimonkovskoe,4033260.0
15670,2014-03-04,79.0,46,8.0,2.0,17.0,1.0,2000.0,3.0,10,80791,Horoshevskoe,18900000.0
22582,2014-09-16,80.0,47,1.0,3.0,16.0,6.0,2015.0,3.0,12,21155,Mitino,11125983.0
8512,2013-06-14,33.0,19,12.0,2.0,14.0,1.0,2003.0,1.0,7,102618,Juzhnoe Butovo,5300000.0
24634,2014-11-12,47.0,27,9.0,2.0,12.0,1.0,1969.0,2.0,8,78418,Altuf'evskoe,7000000.0
7785,2013-05-06,30.0,17,5.0,2.0,7.0,3.0,1985.0,1.0,5,61039,Ramenki,7300000.0
20551,2014-07-03,38.0,19,11.0,3.0,17.0,1.0,2006.0,1.0,7,41504,Beskudnikovskoe,6400000.0
2311,2012-05-28,44.0,25,5.0,2.0,6.0,3.0,1978.0,1.0,6,178264,Jasenevo,990000.0
14018,2014-01-22,52.0,30,7.0,3.0,12.0,5.0,1981.0,2.0,9,219609,Kapotnja,6600000.0
14640,2014-02-06,62.0,36,1.0,2.0,5.0,2.0,1956.0,2.0,7,111023,Ochakovo-Matveevskoe,8500000.0
21049,2014-07-23,51.0,30,5.0,1.0,8.0,1.0,2015.0,2.0,7,17790,Poselenie Vnukovskoe,6168965.0
25862,2014-12-05,74.0,43,1.0,1.0,14.0,1.0,2014.0,1.0,11,247469,Nekrasovka,7419500.0
28893,2015-04-05,35.0,19,11.0,3.0,12.0,5.0,1967.0,1.0,9,87713,Zapadnoe Degunino,6150000.0
24928,2014-11-19,46.0,27,9.0,2.0,9.0,1.0,1975.0,2.0,6,111874,Chertanovo Central'noe,7300000.0
22710,2014-09-19,32.0,18,8.0,3.0,9.0,1.0,1972.0,1.0,5,112221,Chertanovo Juzhnoe,5630000.0
22508,2014-09-15,62.0,22,18.0,3.0,19.0,2.0,2010.0,1.0,12,122862,Izmajlovo,4517245.0
29295,2015-04-21,47.0,27,3.0,3.0,12.0,1.0,1972.0,2.0,6,125354,Chertanovo Severnoe,8800000.0
20724,2014-07-10,30.0,17,1.0,3.0,5.0,1.0,1966.0,1.0,5,57405,Preobrazhenskoe,1000000.0
21295,2014-08-05,51.0,30,4.0,2.0,14.0,1.0,1995.0,2.0,8,165727,Mar'ino,3000000.0
11445,2013-10-22,82.0,48,6.0,3.0,8.0,1.0,1960.0,3.0,10,1100773,Ajeroport,19500000.0
26247,2014-12-11,63.0,30,4.0,1.0,4.0,1.0,2015.0,2.0,12,9553,Poselenie Voskresenskoe,6570520.0
13077,2013-12-12,88.0,51,13.0,2.0,22.0,6.0,2013.0,2.0,13,7341,Poselenie Moskovskij,9880696.0
19891,2014-06-20,31.0,18,1.0,2.0,9.0,5.0,1965.0,1.0,5,1318695,Vyhino-Zhulebino,4950000.0
26013,2014-12-08,73.0,42,12.0,1.0,17.0,1.0,2016.0,2.0,10,13890,Poselenie Sosenskoe,7375220.0
17471,2014-04-16,76.0,44,9.0,3.0,17.0,1.0,1987.0,3.0,10,94561,Novokosino,10300000.0
13791,2014-01-16,42.0,24,1.0,2.0,5.0,2.0,1964.0,2.0,5,1362363,Akademicheskoe,7000000.0
488,2011-11-28,68.0,30,7.0,2.0,9.0,3.0,1969.0,3.0,10,76156,Nagatino-Sadovniki,13186113.0
14251,2014-01-28,72.0,42,23.0,2.0,25.0,1.0,2014.0,2.0,10,247469,Nekrasovka,6906500.0
20985,2014-07-21,39.0,22,8.0,3.0,12.0,5.0,1971.0,2.0,6,155427,Horoshevo-Mnevniki,8770000.0
26803,2014-12-18,50.0,29,9.0,2.0,9.0,1.0,1969.0,3.0,6,60315,Severnoe Medvedkovo,9200000.0
17222,2014-04-10,51.0,30,4.0,3.0,17.0,1.0,1988.0,2.0,8,130229,Moskvorech'e-Saburovo,9150000.0
17454,2014-04-15,32.0,18,6.0,2.0,9.0,5.0,1964.0,1.0,5,1452550,Bogorodskoe,5250000.0
26843,2014-12-19,41.0,20,12.0,3.0,14.0,1.0,1985.0,1.0,8,156377,Strogino,8000000.0
26262,2014-12-11,35.0,18,3.0,2.0,4.0,2.0,1958.0,1.0,8,142462,Mozhajskoe,5900000.0
8445,2013-06-11,39.0,21,8.0,2.0,15.0,3.0,1983.0,1.0,5,1716730,Birjulevo Vostochnoe,5400000.0
11818,2013-11-05,67.0,30,9.0,1.0,22.0,4.0,2006.0,2.0,10,78507,Kuncevo,13100000.0
20455,2014-06-30,41.0,20,4.0,3.0,14.0,1.0,1985.0,1.0,8,85721,Brateevo,6800000.0
29217,2015-04-18,35.0,19,1.0,2.0,14.0,1.0,1975.0,1.0,9,111023,Ochakovo-Matveevskoe,5300000.0
30361,2015-06-22,38.0,22,2.0,3.0,14.0,2.0,1977.0,1.0,9,73148,Vojkovskoe,7500000.0
169,2011-10-20,47.0,27,3.0,2.0,8.0,3.0,1968.0,2.0,7,111023,Ochakovo-Matveevskoe,6500000.0
22941,2014-09-26,46.0,27,6.0,3.0,9.0,1.0,1973.0,2.0,6,77878,Orehovo-Borisovo Severnoe,7800000.0
14628,2014-02-05,89.0,48,12.0,1.0,25.0,2.0,2012.0,2.0,14,7341,Poselenie Moskovskij,4985156.0
9250,2013-07-16,73.0,42,17.0,2.0,17.0,1.0,1994.0,3.0,9,112221,Chertanovo Juzhnoe,11000000.0
19817,2014-06-19,53.0,31,2.0,3.0,12.0,5.0,1973.0,2.0,9,1318695,Vyhino-Zhulebino,7450000.0
26543,2014-12-16,33.0,18,4.0,3.0,9.0,1.0,1969.0,1.0,6,125354,Chertanovo Severnoe,6500000.0
11255,2013-10-15,56.0,32,2.0,2.0,5.0,2.0,1966.0,3.0,5,78616,Severnoe Butovo,1200000.0
29772,2015-05-18,74.0,43,14.0,1.0,22.0,4.0,2015.0,2.0,11,115352,Nagornoe,13149382.0
28078,2015-02-25,79.0,45,5.0,3.0,17.0,1.0,2003.0,3.0,12,89971,Ljublino,3000000.0
25967,2014-12-08,45.0,26,2.0,1.0,10.0,4.0,2016.0,2.0,10,80791,Horoshevskoe,6979860.0
12752,2013-12-03,37.0,21,3.0,3.0,5.0,2.0,1965.0,1.0,5,153248,Kotlovka,5300000.0
29561,2015-05-06,35.0,19,9.0,3.0,16.0,1.0,1976.0,1.0,8,86206,Bibirevo,2000000.0
30021,2015-05-28,64.0,37,6.0,1.0,9.0,1.0,2015.0,2.0,9,17790,Poselenie Vnukovskoe,8474131.0
24876,2014-11-18,77.0,45,13.0,1.0,17.0,1.0,2014.0,3.0,11,17790,Poselenie Vnukovskoe,8279966.0
19818,2014-06-19,57.0,33,2.0,3.0,9.0,2.0,1968.0,3.0,5,111023,Ochakovo-Matveevskoe,11150000.0
27034,2014-12-22,37.0,19,10.0,2.0,16.0,5.0,1983.0,1.0,9,94564,Golovinskoe,2000000.0
23953,2014-10-25,36.0,20,12.0,2.0,12.0,5.0,1965.0,1.0,9,142462,Mozhajskoe,5500000.0
17179,2014-04-09,45.0,26,4.0,3.0,12.0,1.0,1966.0,2.0,5,76670,Zjuzino,7700000.0
17009,2014-04-04,47.0,27,7.0,2.0,9.0,1.0,1973.0,2.0,6,157010,Ivanovskoe,6400000.0
30111,2015-06-03,54.0,28,12.0,3.0,16.0,1.0,1974.0,2.0,11,90114,Teplyj Stan,9500000.0
6240,2013-03-04,80.0,47,3.0,2.0,6.0,3.0,1960.0,3.0,12,1100773,Ajeroport,4566666.0
26511,2014-12-16,83.0,46,7.0,2.0,17.0,1.0,2003.0,3.0,10,165727,Mar'ino,12300000.0
9202,2013-07-15,87.0,50,14.0,3.0,16.0,1.0,1999.0,3.0,12,21155,Mitino,14500000.0
9337,2013-07-18,62.0,32,4.0,2.0,12.0,1.0,2005.0,2.0,12,102828,Kosino-Uhtomskoe,9000000.0
13996,2014-01-22,37.0,19,15.0,3.0,17.0,1.0,2010.0,1.0,7,61396,Otradnoe,4268000.0
12675,2013-12-02,43.0,25,3.0,2.0,5.0,2.0,1960.0,2.0,5,102726,Jakimanka,8400000.0
29110,2015-04-14,34.0,20,2.0,1.0,5.0,6.0,2016.0,1.0,12,8384,Poselenie Novofedorovskoe,2221760.0
22786,2014-09-23,73.0,42,2.0,2.0,22.0,1.0,1990.0,3.0,10,65972,Ostankinskoe,14400000.0
17908,2014-04-26,38.0,19,15.0,3.0,17.0,1.0,2002.0,1.0,7,78616,Severnoe Butovo,7900000.0
26020,2014-12-08,46.0,27,2.0,2.0,17.0,1.0,2014.0,1.0,6,116742,Tverskoe,5347960.0
21292,2014-08-05,54.0,27,2.0,3.0,16.0,5.0,1975.0,2.0,11,32071,Staroe Krjukovo,7000000.0
2403,2012-06-05,46.0,27,12.0,2.0,17.0,3.0,1974.0,2.0,6,123280,Taganskoe,1350000.0
15391,2014-02-25,62.0,36,1.0,1.0,9.0,1.0,1969.0,3.0,8,57405,Preobrazhenskoe,8400000.0
26996,2014-12-21,62.0,33,11.0,3.0,14.0,1.0,2006.0,2.0,11,102828,Kosino-Uhtomskoe,9150000.0
21438,2014-08-12,110.0,55,3.0,3.0,22.0,1.0,2007.0,3.0,17,89467,Fili Davydkovo,25400000.0
10378,2013-09-10,45.0,26,1.0,1.0,1.0,1.0,2015.0,1.0,6,17790,Poselenie Vnukovskoe,4210817.0
3308,2012-08-23,45.0,26,11.0,2.0,17.0,3.0,2015.0,1.0,6,13890,Poselenie Sosenskoe,3809700.0
9681,2013-08-07,85.0,50,4.0,3.0,12.0,1.0,2001.0,3.0,10,28179,Basmannoe,16000000.0
15520,2014-02-27,107.0,62,10.0,1.0,10.0,6.0,2015.0,3.0,16,61039,Ramenki,17471400.0
21464,2014-08-12,39.0,20,1.0,2.0,12.0,1.0,1979.0,1.0,8,61396,Otradnoe,990000.0
24090,2014-10-29,38.66404084609774,22,3.0,4.0,3.0,2.0,2013.0,1.0,5,5740,Poselenie Pervomajskoe,5490000.0
12733,2013-12-03,45.0,26,4.0,2.0,12.0,1.0,1972.0,2.0,6,1716730,Birjulevo Vostochnoe,3000000.0
25170,2014-11-24,34.0,20,6.0,3.0,12.0,1.0,1982.0,1.0,7,19940,Nizhegorodskoe,6640000.0
17701,2014-04-22,66.0,38,5.0,2.0,12.0,1.0,1975.0,3.0,8,86206,Bibirevo,10000000.0
28837,2015-04-02,33.0,17,5.0,2.0,5.0,2.0,1950.0,1.0,7,142243,Lefortovo,6550000.0
13312,2013-12-21,53.0,28,15.0,3.0,23.0,6.0,2007.0,2.0,8,61039,Ramenki,13800000.0
20914,2014-07-16,54.0,31,8.0,2.0,17.0,1.0,1997.0,2.0,9,21155,Mitino,8250000.0
21600,2014-08-18,39.0,22,5.0,3.0,9.0,2.0,1965.0,2.0,5,1452550,Bogorodskoe,7800000.0
27832,2015-02-10,42.0,24,7.0,2.0,9.0,1.0,1968.0,2.0,5,81887,Hovrino,7400000.0
27226,2014-12-31,38.0,20,6.0,2.0,22.0,1.0,2007.0,1.0,10,122873,Severnoe,6250000.0
8202,2013-05-29,82.0,48,5.0,2.0,9.0,3.0,2015.0,3.0,12,21155,Mitino,11478846.0
22339,2014-09-09,37.0,18,7.0,3.0,22.0,1.0,2001.0,1.0,10,123000,Kon'kovo,8500000.0
24826,2014-11-17,30.0,17,2.0,3.0,5.0,1.0,1966.0,1.0,5,72131,Novogireevo,5450000.0
26214,2014-12-10,33.0,17,5.0,3.0,5.0,2.0,2005.0,1.0,6,4949,Poselenie Marushkinskoe,3600000.0
20261,2014-06-27,37.0,21,7.0,1.0,15.0,1.0,2015.0,1.0,5,39873,Poselenie Shherbinka,3140280.0
22914,2014-09-25,85.0,50,5.0,1.0,17.0,1.0,2015.0,3.0,12,17790,Poselenie Vnukovskoe,9349748.0
18635,2014-05-20,41.0,20,9.0,3.0,12.0,1.0,1983.0,1.0,8,27992,Juzhnoe Medvedkovo,6700000.0
11502,2013-10-23,38.66404084609774,22,37.0,1.0,38.0,4.0,2011.0,1.0,5,80791,Horoshevskoe,9366623.0
21311,2014-08-06,62.0,36,23.0,1.0,24.0,1.0,2014.0,2.0,10,17790,Poselenie Vnukovskoe,7551312.0
21911,2014-08-26,60.0,35,10.0,2.0,12.0,5.0,1974.0,3.0,6,123280,Taganskoe,10500000.0
6341,2013-03-06,89.0,52,9.0,2.0,14.0,3.0,1957.0,4.0,13,178473,Pokrovskoe Streshnevo,12864950.0
19069,2014-05-29,36.0,19,8.0,3.0,17.0,1.0,2002.0,1.0,6,130396,Cheremushki,10000000.0
23624,2014-10-16,33.0,19,1.0,3.0,9.0,1.0,1971.0,1.0,6,104410,Veshnjaki,5000000.0
14059,2014-01-23,84.0,49,4.0,2.0,6.0,2.0,1951.0,3.0,11,101708,Juzhnoportovoe,14200000.0
28127,2015-02-27,80.0,45,3.0,3.0,25.0,1.0,1981.0,3.0,10,116742,Tverskoe,13500000.0
19207,2014-05-31,81.0,47,8.0,2.0,10.0,2.0,1955.0,4.0,11,26943,Mar'ina Roshha,15200000.0
20548,2014-07-03,33.0,18,3.0,2.0,5.0,2.0,1960.0,1.0,6,87713,Zapadnoe Degunino,5100000.0
9181,2013-07-12,38.0,19,14.0,2.0,20.0,3.0,2003.0,1.0,5,89971,Ljublino,5900000.0
25763,2014-12-03,55.0,32,5.0,3.0,14.0,2.0,1970.0,2.0,8,55125,Babushkinskoe,10750000.0
8484,2013-06-13,31.0,18,9.0,2.0,12.0,3.0,2014.0,1.0,5,57999,Presnenskoe,1000000.0
14940,2014-02-12,75.0,44,2.0,2.0,17.0,1.0,1985.0,3.0,10,113897,Troparevo-Nikulino,13600000.0
18829,2014-05-23,37.0,21,9.0,3.0,9.0,5.0,1961.0,2.0,7,108171,Zamoskvorech'e,9300000.0
15724,2014-03-05,53.0,30,9.0,2.0,12.0,1.0,1974.0,2.0,8,86206,Bibirevo,8400000.0
6936,2013-04-01,54.0,31,2.0,2.0,8.0,3.0,1962.0,2.0,8,19940,Nizhegorodskoe,5700000.0
20504,2014-07-01,38.0,20,1.0,2.0,14.0,1.0,2002.0,1.0,8,86206,Bibirevo,5850000.0
10813,2013-09-27,37.0,21,5.0,1.0,5.0,2.0,1961.0,1.0,5,85083,Sokolinaja Gora,3000000.0
23422,2014-10-09,66.0,38,10.0,3.0,12.0,5.0,1969.0,3.0,9,94564,Golovinskoe,2000000.0
21108,2014-07-26,58.0,34,4.0,2.0,5.0,5.0,1962.0,3.0,5,26943,Mar'ina Roshha,9500000.0
12516,2013-11-26,45.0,26,4.0,2.0,14.0,5.0,1973.0,2.0,5,43795,Pechatniki,6400000.0
10384,2013-09-10,39.0,18,12.0,2.0,14.0,2.0,1974.0,1.0,8,178473,Pokrovskoe Streshnevo,6650000.0
15310,2014-02-21,34.0,19,4.0,1.0,9.0,1.0,1973.0,1.0,8,90114,Teplyj Stan,6300000.0
20415,2014-06-30,63.0,37,3.0,2.0,9.0,1.0,1969.0,3.0,7,123000,Kon'kovo,10400000.0
17402,2014-04-15,32.0,18,6.0,3.0,9.0,1.0,1970.0,1.0,6,79576,Losinoostrovskoe,5300000.0
20026,2014-06-24,63.0,37,8.0,2.0,9.0,1.0,1977.0,3.0,8,27992,Juzhnoe Medvedkovo,11900000.0
28467,2015-03-19,79.0,46,15.0,2.0,17.0,1.0,2015.0,3.0,11,17790,Poselenie Vnukovskoe,8354856.0
21472,2014-08-13,41.0,20,7.0,2.0,12.0,1.0,1985.0,1.0,8,36154,Perovo,6050000.0
13529,2013-12-30,72.0,41,9.0,3.0,12.0,1.0,1981.0,3.0,9,38075,Silino,4000000.0
13058,2013-12-12,54.0,31,4.0,2.0,4.0,2.0,1956.0,2.0,8,91100,Donskoe,2000000.0
24269,2014-10-31,51.0,30,14.0,2.0,17.0,1.0,1991.0,2.0,8,165727,Mar'ino,8900000.0
15336,2014-02-24,37.0,17,15.0,2.0,23.0,1.0,1987.0,1.0,7,76284,Nagatinskij Zaton,7000000.0
19852,2014-06-19,59.0,34,1.0,1.0,1.0,1.0,2014.0,1.0,8,247469,Nekrasovka,6028200.0
24965,2014-11-19,37.0,21,1.0,3.0,6.0,2.0,1952.0,1.0,6,91100,Donskoe,11730000.0
